question,variable,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
gun_control,const,6.884655263765915,0.6050744604512059,11.378195104503346,5.369959022770661e-30,5.698731113316546,8.070579414215285
gun_control,theta,-0.004709645297415751,0.05549583519204418,-0.0848648422195639,0.9323688427636357,-0.11347948356579282,0.10406019297096131
gun_control,gender_group_Male,0.19112226942014762,0.11140567089477937,1.7155524300074376,0.08624399146119106,-0.02722883320714209,0.40947337204743733
gun_control,education_group_Mid,0.8270581547570781,0.13607699138483662,6.077869199930292,1.217900325342445e-09,0.5603521525182311,1.093764156995925
gun_control,education_group_Low,-0.23065164024788298,0.14305938972437773,-1.612278933191753,0.10690125548018284,-0.5110428917579428,0.04973961126217685
gun_control,ideology_group_Liberal,14.284683852203875,766.3839871313897,0.01863906878544279,0.9851290358590545,-1487.8003292535282,1516.369696957936
gun_control,ideology_group_Conservative,-5.685823249759933,0.5845892428324829,-9.726185213759116,2.3317390445730604e-22,-6.831597111461139,-4.540049388058726
gun_control,age_group_Under 35,-1.3530880895806998,0.14730766524492267,-9.185456081535019,4.097870538025813e-20,-1.641805808107431,-1.0643703710539687
gun_control,age_group_Over 60,0.333430371772728,0.13364493748522235,2.494897135999609,0.012599364860848774,0.07149110758558513,0.5953696359598708
gun_control,income_group_Middle,0.4980076107806484,0.14604002339140246,3.4100762189412706,0.0006494472697298333,0.21177442463211255,0.7842407969291842
gun_control,income_group_High,-0.09512326951900633,0.14308394130022625,-0.6648074455777933,0.5061736598083779,-0.375562641233493,0.18531610219548028
gun_control,marital_group_Never married,-0.12964415280221903,0.16430204626770253,-0.7890598793333693,0.4300770097563975,-0.4516702460731496,0.19238194046871154
gun_control,marital_group_Previously married,-0.38184788413238413,0.14347983623002325,-2.6613348200385123,0.007783151886417486,-0.663063195650935,-0.10063257261383335
gun_control,religion_group_Non-religious,0.2657671107832279,0.17074502389459487,1.5565145309727593,0.11958579003952337,-0.06888698658960901,0.6004212081560648
gun_control,religion_group_Non-Western religion,0.8169894982781165,0.4173851676947586,1.9573994514237167,0.050300522945432795,-0.0010703980848211225,1.635049394641054
gun_control,religion_group_Other religion,-0.4513056485267797,0.14598825376822314,-3.091383291996155,0.0019922628237905617,-0.7374373680783908,-0.16517392897516853
gun_control,race_group_Black,0.37774296010037905,0.31821848629365646,1.1870553609251744,0.2352057843910038,-0.24595381225004048,1.0014397324507986
gun_control,race_group_Asian,0.7338276099739078,0.24530234291576658,2.9915230374538004,0.0027758959258944176,0.25304385253571127,1.2146113674121044
gun_control,race_group_Other,-0.5170095754961593,0.2586753196674463,-1.9986814983386443,0.045642826099060056,-1.0240038857337397,-0.010015265258579098
welfare,const,-0.028649890159099186,0.16248875559661524,-0.1763192170061519,0.8600431655512739,-0.3471219990211962,0.28982221870299785
welfare,theta,0.004321692335078412,0.04579863094659564,0.09436291534822959,0.9248208735821578,-0.0854419748614906,0.09408535953164743
welfare,gender_group_Male,-1.722506070192647,0.10626550403896383,-16.20945654726358,4.323750283168337e-59,-1.9307826309080116,-1.5142295094772822
welfare,education_group_Mid,-0.09172248657278816,0.11865794321965649,-0.7729991274414211,0.43952289703615877,-0.32428778176291356,0.14084280861733728
welfare,education_group_Low,-0.9310014833699956,0.13477803051623516,-6.907664994094483,4.926957739226765e-12,-1.195161569089057,-0.6668413976509343
welfare,ideology_group_Liberal,4.172978110244987,0.14500163314268724,28.77883524345284,3.947855713394126e-182,3.8887801315858304,4.457176088904143
welfare,ideology_group_Conservative,-21.353015382206884,467.619371882658,-0.04566323951943783,0.9635786638430283,-937.8701427454586,895.1641119810448
welfare,age_group_Under 35,0.44818067217781443,0.13223692283977315,3.3892249044607556,0.0007009049739877609,0.18900106598545696,0.7073602783701719
welfare,age_group_Over 60,0.6004311601307998,0.11531669478463433,5.206801679948997,1.9212323336244217e-07,0.37441459153671863,0.8264477287248809
welfare,income_group_Middle,-0.874224011166833,0.1221468951319298,-7.157152952783542,8.236977885612291e-13,-1.1136275264488062,-0.6348204958848598
welfare,income_group_High,-1.9107200004360962,0.144948614096561,-13.18205084157082,1.1132288275643635e-39,-2.1948140636743507,-1.6266259371978418
welfare,marital_group_Never married,-0.007428179494464983,0.1327610721591444,-0.05595148768880547,0.9553804537940239,-0.2676350994753113,0.25277874048638127
welfare,marital_group_Previously married,-0.018558746647592543,0.12288098897250661,-0.15103025132508394,0.8799518524993893,-0.25940105941836905,0.22228356612318395
welfare,religion_group_Non-religious,1.2416378777366628,0.11627595168416176,10.678372094595288,1.2850530580467117e-26,1.0137412001675863,1.4695345553057393
welfare,religion_group_Non-Western religion,3.413280690058155,0.37514040268076676,9.098675231104751,9.144033432626279e-20,2.678019011657999,4.148542368458311
welfare,religion_group_Other religion,0.7101816961332786,0.13221564168201153,5.371389399155348,7.813228377909391e-08,0.4510438002436833,0.969319592022874
welfare,race_group_Black,3.483696376357581,0.22253440173427702,15.654641930452527,3.088466234357266e-55,3.04753696363723,3.9198557890779315
welfare,race_group_Asian,1.4314006723952624,0.15038388300701017,9.518311695200326,1.7601530957490336e-21,1.1366536778462373,1.7261476669442875
welfare,race_group_Other,2.865572091565144,0.2482824017739778,11.541583580191874,8.141245431746662e-31,2.378947526093044,3.3521966570372443
immigration,const,-4.458738452651458,0.22478214486234002,-19.835821281009917,1.4611060643316533e-87,-4.899303360949309,-4.018173544353607
immigration,theta,-0.0076944690832747974,0.04504133975556331,-0.1708312657889891,0.8643564438857696,-0.09597387281961102,0.08058493465306142
immigration,gender_group_Male,-0.6785870639028309,0.09699746527375284,-6.995925738756949,2.6351309442224597e-12,-0.868698602431061,-0.4884755253746007
immigration,education_group_Mid,-0.3319928514256624,0.11658799491852848,-2.8475732141860624,0.004405395964514863,-0.560501122495717,-0.10348458035560779
immigration,education_group_Low,0.428320488508705,0.13571773796394268,3.1559654245232167,0.0015996782199570938,0.16231861003613296,0.694322366981277
immigration,ideology_group_Liberal,2.2504178538880226,0.11605430727034176,19.391075668099116,9.179692527847275e-84,2.022955591387408,2.4778801163886373
immigration,ideology_group_Conservative,-20.74599115663424,3044.1576771221016,-0.00681501858873722,0.9945624439772368,-5987.185401577063,5945.6934192637955
immigration,age_group_Under 35,0.49556637657663527,0.11614447900495944,4.2668095876987335,1.9828826157104134e-05,0.26792738072374633,0.7232053724295242
immigration,age_group_Over 60,-0.16055691924757573,0.11802684633110538,-1.360342364796896,0.17372160791863756,-0.3918852872653857,0.07077144877023422
immigration,income_group_Middle,-1.3096871092000304,0.12221258139725093,-10.71646711186718,8.519564750817422e-27,-1.549219367196312,-1.0701548512037489
immigration,income_group_High,-1.8210878445085419,0.1393776631660471,-13.06585146530255,5.16039787458934e-39,-2.094263044563349,-1.5479126444537346
immigration,marital_group_Never married,0.1896728493417893,0.11959838005866488,1.5859148698230845,0.11275862219747851,-0.04473566818252728,0.42408136686610587
immigration,marital_group_Previously married,-0.034390794258951016,0.12770676815257714,-0.26929500101249726,0.7877026787560835,-0.284691460420009,0.21590987190210692
immigration,religion_group_Non-religious,3.260508443869066,0.16513561487118975,19.74442912519114,8.957137700125183e-87,2.9368485861566573,3.584168301581475
immigration,religion_group_Non-Western religion,3.0325831463129367,0.22935270246997627,13.222356282067011,6.5189299282849e-40,2.5830601097148524,3.482106182911021
immigration,religion_group_Other religion,2.320653192508265,0.17653319531689793,13.145704343834135,1.8012044659186588e-39,1.97465448761137,2.66665189740516
immigration,race_group_Black,1.1702753601261164,0.13931021289314424,8.400499402177772,4.445838081829232e-17,0.8972323601769463,1.4433183600752866
immigration,race_group_Asian,1.4417939750319086,0.1532470047070116,9.408301178795838,5.042201955888133e-21,1.1414353650675257,1.7421525849962916
