question,variable,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
gun_control,const,3.6971712088093462,0.17587183231003106,21.021963325496515,4.129923113449133e-98,3.3524687515866174,4.041873666032075
gun_control,theta,-0.012235672500457376,0.04231017967608202,-0.289189802409991,0.7724361351228917,-0.0951621008449967,0.07069075584408195
gun_control,gender_group_Male,-1.6780690118407684,0.09602812222400608,-17.47476648482529,2.2305692893916024e-68,-1.8662806729028307,-1.489857350778706
gun_control,education_group_Mid,-0.5542375281063697,0.10453191661590613,-5.302089027439051,1.1448498278908219e-07,-0.7591163199084898,-0.34935873630424963
gun_control,education_group_Low,-1.1981876050577007,0.12647225738661408,-9.473916492175444,2.695434558373786e-21,-1.4460686745789442,-0.9503065355364573
gun_control,ideology_group_Liberal,4.2681496799116445,0.5844043176540727,7.303419141468589,2.8054550026139627e-13,3.1227382648999567,5.413561094923333
gun_control,ideology_group_Conservative,-3.9901650555007,0.11459137451088564,-34.82081502671611,1.1777906246870779e-265,-4.214760022480977,-3.7655700885204233
gun_control,age_group_Under 35,-0.4927764919347546,0.13058879894286254,-3.773497389698504,0.0001609749044577253,-0.7487258346471075,-0.23682714922240172
gun_control,age_group_Over 60,0.9944206968415943,0.1049415253634781,9.475950472392066,2.6434304237546204e-21,0.7887390866464806,1.200102307036708
gun_control,income_group_Middle,-0.39398945799177204,0.10963796425272718,-3.5935495581036547,0.00032620357040866296,-0.6088759192654072,-0.17910299671813687
gun_control,income_group_High,-0.4552524716861004,0.11874666545013923,-3.833812679794846,0.00012617223850418878,-0.6879916592526001,-0.22251328411960072
gun_control,marital_group_Never married,-0.05679512402997446,0.1339797315607232,-0.42390832828496444,0.6716326701521467,-0.3193905725473363,0.20580032448738741
gun_control,marital_group_Previously married,-0.021246837414327695,0.11253255923007753,-0.18880613361762835,0.8502447643760315,-0.2418066005934001,0.1993129257647447
gun_control,religion_group_Non-religious,0.28190945439448645,0.1215876615760412,2.3185695879032893,0.02041838570539988,0.043602016741001115,0.5202168920479717
gun_control,religion_group_Non-Western religion,2.384120929089314,0.3226122329665309,7.390051230130051,1.4677225285015321e-13,1.751812571502868,3.01642928667576
gun_control,religion_group_Other religion,-0.20210426461946804,0.12494032278153475,-1.617606390955615,0.10574745090852081,-0.44698279748808534,0.04277426824914929
gun_control,race_group_Black,1.6535705064433834,0.2262602775334737,7.3082669413713095,2.7060979610112354e-13,1.210108511345738,2.097032501541029
gun_control,race_group_Asian,1.713602474594571,0.1667007201692241,10.279514526722076,8.716554351562212e-25,1.386875066866002,2.04032988232314
gun_control,race_group_Other,-0.05667924552843739,0.20231123225444164,-0.28015866888277047,0.7793557748294051,-0.45320197441506116,0.33984348335818637
welfare,const,-1.778233082300195,0.1575140798210767,-11.289359556429016,1.4811193565105864e-29,-2.086955005807473,-1.4695111587929175
welfare,theta,0.02462309345085744,0.042180644622044634,0.5837533700940363,0.5593862545665356,-0.05804945085303317,0.10729563775474804
welfare,gender_group_Male,-1.0033925613122914,0.08989133227636846,-11.16228379202778,6.236849335608845e-29,-1.1795763350962964,-0.8272087875282863
welfare,education_group_Mid,-0.40142778093272263,0.10540242034482925,-3.80852526554354,0.00013979806410319712,-0.6080127286919398,-0.19484283317350545
welfare,education_group_Low,-0.3933627769889801,0.12730090599962654,-3.0900233890726128,0.0020014073395881204,-0.6428679679475671,-0.14385758603039317
welfare,ideology_group_Liberal,3.90424565375224,0.12298787973018374,31.744962693214543,3.726472507556793e-221,3.663193838946136,4.1452974685583435
welfare,ideology_group_Conservative,-6.169963977802301,1.0252402999577177,-6.018066182198221,1.765130301845671e-09,-8.17939804121847,-4.160529914386133
welfare,age_group_Under 35,-0.0748751050711865,0.11327127440439431,-0.6610246548818007,0.5085965024228807,-0.29688272338675303,0.14713251324438
welfare,age_group_Over 60,-0.04545791961690376,0.10381282008551132,-0.4378834866393164,0.6614707468126512,-0.24892730811804228,0.15801146888423476
welfare,income_group_Middle,-1.7991982930050372,0.12407154358975636,-14.501296920703284,1.1888228289037734e-47,-2.042374049947251,-1.5560225360628233
welfare,income_group_High,-2.260355181025157,0.13795449333522194,-16.38478839201429,2.4562226681591267e-60,-2.530741019467663,-1.9899693425826512
welfare,marital_group_Never married,0.3918501804824551,0.11423004034474041,3.43036016883012,0.0006027805629669659,0.1679634154542066,0.6157369455107037
welfare,marital_group_Previously married,-0.12437158042608078,0.11475555319523262,-1.083795746376548,0.2784553716288334,-0.349288331714707,0.10054517086254548
welfare,religion_group_Non-religious,1.4281679516198873,0.10101525482386595,14.138141354096422,2.210457274530913e-45,1.2301816902759741,1.6261542129638005
welfare,religion_group_Non-Western religion,4.276388006101215,0.25385284481900217,16.845932962265177,1.1238252731817108e-63,3.7788455728829358,4.773930439319495
welfare,religion_group_Other religion,0.7719539615221879,0.12463266469751405,6.193833401506222,5.871829101428806e-10,0.5276784274178037,1.016229495626572
welfare,race_group_Black,2.0524459213425152,0.14296609111991745,14.35617288872338,9.746258512849772e-47,1.7722375317370054,2.3326543109480253
welfare,race_group_Asian,0.9455896092166353,0.1446997877509525,6.534837568968106,6.367861310184725e-11,0.6619832366541782,1.2291959817790923
welfare,race_group_Other,0.1510452688729341,0.17789032977682206,0.8490920729779562,0.3958300609847236,-0.1976133706875903,0.49970390843345847
immigration,const,-3.094420824412269,0.17203986254543496,-17.98665017879241,2.4789763581823535e-72,-3.431612758906543,-2.7572288899179953
immigration,theta,-0.03386874446275314,0.04312211215408606,-0.7854147853827677,0.4322104146999801,-0.11838653122205875,0.05064904229655246
immigration,gender_group_Male,0.07622069761815597,0.08941540955699824,0.8524335793548958,0.3939734894200946,-0.09903028477645912,0.2514716800127711
immigration,education_group_Mid,-0.4736552330073113,0.10713910897084568,-4.420936832097425,9.827390157091462e-06,-0.6836440279258811,-0.2636664380887416
immigration,education_group_Low,-0.7669060506986826,0.12873814785387946,-5.957100233950369,2.56752782650121e-09,-1.0192281839286788,-0.5145839174686864
immigration,ideology_group_Liberal,3.6631945657848335,0.1133553875248975,32.31601643089302,4.167089019549117e-229,3.4410220887824536,3.8853670427872133
immigration,ideology_group_Conservative,-4.4503041945428,0.5832956986718537,-7.629585139537296,2.3551035403166987e-14,-5.593542756276761,-3.307065632808839
immigration,age_group_Under 35,-0.09924538397360004,0.11617530134966422,-0.8542726622665815,0.3929539307426846,-0.32694479051202946,0.12845402256482935
immigration,age_group_Over 60,0.0162130047292331,0.10709233107755262,0.15139277076238256,0.8796658918320833,-0.19368410720320958,0.22611011666167577
immigration,income_group_Middle,-1.0004916172988074,0.11661011308014155,-8.579801450078424,9.503704199630747e-18,-1.229043239169028,-0.7719399954285869
immigration,income_group_High,-1.10119642195333,0.12756764800630407,-8.632254644209725,6.01542790802087e-18,-1.3512244176381687,-0.8511684262684911
immigration,marital_group_Never married,0.224407075759147,0.11758582629639208,1.908453449087448,0.05633263430217762,-0.006056908874164296,0.4548710603924583
immigration,marital_group_Previously married,-0.04017945467762803,0.11782610670904854,-0.3410063847466703,0.7330987751912463,-0.2711143802659364,0.19075547091068035
immigration,religion_group_Non-religious,2.667608121897446,0.11543148948854477,23.109882179612477,3.6832605408062637e-118,2.4413665598180843,2.8938496839768075
